id,value
73391,391
275919,919
1768,768
201986,986
73651,651
120950,950
41122,122
140089,89
49095,95
28695,695
10162,162
368555,555
130132,132
355911,911
418388,388
300920,920
283206,206
76772,772
1656,656
392813,813
225310,310
481390,390
60694,694
156469,469
293136,136
107865,865
189606,606
317418,418
234616,616
227139,139
364387,387
407570,570
242355,355
432536,536
65279,279
155660,660
124472,472
23276,276
341873,873
96568,568
478439,439
234520,520
218051,51
27836,836
414148,148
7561,561
166331,331
340936,936
305144,144
182562,562
75594,594
252097,97
396521,521
337687,687
473033,33
277535,535
273533,533
173462,462
130555,555
360060,60
234796,796
334889,889
203869,869
115894,894
180947,947
434865,865
284662,662
317591,591
487053,53
376674,674
412437,437
343490,490
151751,751
411214,214
68604,604
100099,99
173677,677
368632,632
33696,696
222199,199
305591,591
200256,256
368402,402
368970,970
34664,664
446782,782
474534,534
63012,12
377204,204
392954,954
119820,820
242888,888
310590,590
51538,538
145783,783
47679,679
350709,709
203147,147
2393,393
285205,205
400486,486
175224,224
294981,981
98442,442
407476,476
130353,353
23647,647
273264,264
369960,960
267637,637
50074,74
89364,364
218486,486
376512,512
449894,894
306052,52
263653,653
47020,20
285796,796
309341,341
62534,534
194923,923
41647,647
234509,509
451113,113
475063,63
376851,851
447549,549
333530,530
9207,207
140037,37
256140,140
491658,658
275609,609
344968,968
238477,477
166356,356
115207,207
19696,696
168379,379
366186,186
329352,352
262825,825
141666,666
458369,369
51439,439
36970,970
270587,587
311931,931
1618,618
116451,451
403933,933
372560,560
10772,772
128979,979
160162,162
43163,163
269659,659
192241,241
286673,673
224938,938
481298,298
365001,1
50376,376
33140,140
277188,188
197156,156
297399,399
354111,111
191086,86
241329,329
403239,239
31234,234
299333,333
465147,147
45986,986
208978,978
71295,295
379361,361
403763,763
304968,968
152296,296
133149,149
284012,12
452198,198
51293,293
371719,719
332136,136
353409,409
428151,151
13916,916
273780,780
122721,721
320751,751
251807,807
310771,771
188341,341
336735,735
132582,582
285181,181
435643,643
456825,825
89046,46
209684,684
25106,106
245441,441
43468,468
495353,353
137019,19
211966,966
73764,764
412136,136
366750,750
112362,362
240543,543
462314,314
366358,358
397126,126
69892,892
29592,592
355477,477
17383,383
89303,303
265047,47
137663,663
135484,484
359120,120
32103,103
410081,81
186920,920
175304,304
448081,81
350165,165
461739,739
81835,835
146614,614
466532,532
239774,774
121288,288
93614,614
78870,870
93679,679
166540,540
206162,162
422701,701
123768,768
320692,692
390049,49
116092,92
369538,538
322723,723
67862,862
166315,315
156871,871
461221,221
457184,184
28602,602
109990,990
461755,755
74772,772
13085,85
467704,704
329838,838
317465,465
103300,300
309289,289
235636,636
204038,38
428304,304
358321,321
473210,210
95585,585
88379,379
497114,114
477103,103
131453,453
284707,707
274115,115
397233,233
436791,791
118543,543
9554,554
45229,229
74003,3
38046,46
392141,141
390880,880
384439,439
318865,865
45369,369
352568,568
452331,331
135725,725
326103,103
329396,396
179654,654
380561,561
238881,881
412772,772
164325,325
98077,77
302454,454
482390,390
272631,631
90517,517
187537,537
392691,691
401553,553
183393,393
144606,606
361187,187
407299,299
215825,825
89330,330
167513,513
37311,311
146044,44
257972,972
258878,878
344189,189
390602,602
434266,266
267909,909
123365,365
33237,237
59145,145
439591,591
33312,312
180535,535
151366,366
453964,964
221890,890
119785,785
251413,413
1952,952
162836,836
264744,744
48060,60
308812,812
436404,404
470334,334
399061,61
26901,901
487035,35
59940,940
424435,435
19103,103
173767,767
495315,315
61870,870
422653,653
41351,351
456480,480
88657,657
108230,230
82413,413
219884,884
289693,693
402262,262
472183,183
272315,315
397055,55
426768,768
29004,4
309350,350
34742,742
36771,771
181371,371
148905,905
92264,264
165907,907
185077,77
247654,654
238380,380
356345,345
452732,732
469898,898
43764,764
281169,169
4909,909
327458,458
150316,316
333655,655
223299,299
211190,190
267020,20
301239,239
171590,590
51450,450
360952,952
112588,588
88997,997
383276,276
28733,733
99870,870
349905,905
491758,758
119133,133
44472,472
36921,921
408125,125
320803,803
485669,669
155658,658
297737,737
493038,38
325364,364
409700,700
333245,245
364614,614
166444,444
338866,866
129153,153
405191,191
214173,173
236248,248
451915,915
177266,266
117981,981
405659,659
261453,453
241446,446
397586,586
288102,102
473412,412
160230,230
323928,928
448506,506
210949,949
194169,169
445551,551
482163,163
427581,581
2547,547
395191,191
331308,308
5468,468
466328,328
363386,386
5703,703
245963,963
23666,666
449307,307
495080,80
73465,465
286231,231
145699,699
248458,458
289878,878
286205,205
72314,314
497551,551
452902,902
460602,602
160636,636
179716,716
320336,336
396383,383
455231,231
49998,998
333250,250
275774,774
364117,117
415447,447
167536,536
273817,817
123501,501
335711,711
97232,232
231945,945
261,261
376812,812
31021,21
128263,263
471128,128
187890,890
252547,547
82911,911
160077,77
68392,392
278274,274
117352,352
130082,82
340110,110
354172,172
104855,855
459316,316
180115,115
406859,859
35058,58
63303,303
377278,278
475936,936
41483,483
173326,326
369954,954
144266,266
121069,69
169113,113
145661,661
134484,484
241860,860
190493,493
238617,617
332783,783
479057,57
222291,291
252845,845
274085,85
122690,690
486208,208
485682,682
415390,390
257912,912
319150,150
100722,722
55905,905
16774,774
150787,787
205033,33
448212,212
53884,884
175017,17
312684,684
234346,346
94585,585
92158,158
281591,591
300862,862
251910,910
34191,191
295364,364
498855,855
41868,868
458508,508
181524,524
226496,496
169998,998
119563,563
97828,828
297522,522
320408,408
423561,561
133961,961
36836,836
48010,10
17666,666
32930,930
234446,446
417832,832
487078,78
246291,291
341766,766
273850,850
221846,846
417747,747
339070,70
150083,83
229680,680
400252,252
492554,554
43681,681
301951,951
38118,118
239404,404
453530,530
294703,703
135657,657
392121,121
495295,295
465096,96
324443,443
422990,990
91718,718
409464,464
245137,137
366456,456
239195,195
72189,189
485102,102
345683,683
279243,243
46230,230
287343,343
226560,560
257446,446
197431,431
137598,598
479457,457
238064,64
361364,364
164452,452
338024,24
136534,534
380689,689
319597,597
72974,974
118827,827
106658,658
146105,105
231884,884
420167,167
377661,661
347897,897
345863,863
219580,580
279963,963
257857,857
146005,5
38516,516
497529,529
284215,215
129066,66
295884,884
258418,418
69789,789
109100,100
356880,880
353218,218
385244,244
131224,224
494766,766
401519,519
332812,812
90293,293
367331,331
395172,172
52154,154
209318,318
168750,750
331578,578
307874,874
316571,571
154617,617
127476,476
248146,146
169417,417
119179,179
187501,501
22179,179
379320,320
445676,676
131769,769
98543,543
33675,675
350039,39
156967,967
223918,918
244098,98
149180,180
483833,833
490062,62
276855,855
388040,40
224538,538
487631,631
498221,221
170253,253
58780,780
485022,22
75451,451
21797,797
39784,784
256419,419
239937,937
322814,814
159000,0
97565,565
163252,252
115724,724
122165,165
221197,197
139798,798
204866,866
372114,114
270679,679
279439,439
303160,160
16915,915
414733,733
18155,155
417044,44
240066,66
193160,160
428993,993
443692,692
497017,17
399149,149
271801,801
242852,852
363759,759
378892,892
383543,543
34034,34
13040,40
279583,583
374449,449
105275,275
219984,984
334887,887
9139,139
282465,465
486246,246
106346,346
65770,770
330609,609
486799,799
207141,141
301820,820
239422,422
370302,302
144215,215
431926,926
2069,69
114517,517
67555,555
118855,855
27833,833
477561,561
338177,177
11458,458
12406,406
383411,411
348640,640
350018,18
428174,174
343562,562
253737,737
99215,215
44248,248
266182,182
314692,692
401177,177
365540,540
336161,161
385070,70
260082,82
344775,775
266006,6
288977,977
63575,575
256881,881
173400,400
299981,981
110314,314
46205,205
475459,459
422812,812
285287,287
380151,151
33077,77
303201,201
136292,292
154098,98
143924,924
82530,530
120659,659
464079,79
228674,674
273584,584
287853,853
497436,436
163688,688
344853,853
37326,326
495115,115
218723,723
432108,108
323885,885
140853,853
351825,825
263071,71
371082,82
239375,375
63747,747
224657,657
186198,198
168701,701
411266,266
311048,48
2517,517
381753,753
475327,327
142006,6
172398,398
94520,520
336834,834
438830,830
146868,868
261577,577
206501,501
56499,499
294091,91
237447,447
366872,872
474043,43
262004,4
475764,764
103065,65
418471,471
306055,55
386708,708
359469,469
451711,711
65547,547
163674,674
403304,304
108542,542
283195,195
9838,838
324522,522
60874,874
248604,604
388915,915
25923,923
453680,680
28635,635
136939,939
294784,784
186194,194
114876,876
162602,602
431556,556
162354,354
120815,815
323717,717
264513,513
156341,341
275811,811
402445,445
481410,410
80187,187
385712,712
180355,355
19799,799
40820,820
450157,157
376242,242
49082,82
395111,111
156528,528
419667,667
282372,372
200439,439
185328,328
301793,793
334305,305
380755,755
294439,439
490535,535
130609,609
455455,455
85640,640
322677,677
449555,555
40379,379
183983,983
70240,240
351074,74
287621,621
102418,418
385861,861
436147,147
345156,156
381383,383
152385,385
136549,549
68744,744
394425,425
279679,679
491817,817
53239,239
31448,448
63471,471
108962,962
421475,475
113521,521
323658,658
301562,562
419660,660
237747,747
391282,282
470004,4
352204,204
81965,965
288237,237
192261,261
150802,802
47048,48
42727,727
445751,751
476017,17
179698,698
336985,985
24651,651
182653,653
429538,538
48713,713
290975,975
361585,585
216603,603
31061,61
204211,211
250640,640
116030,30
376147,147
150234,234
46085,85
370440,440
318281,281
387088,88
229192,192
235142,142
170646,646
7686,686
137732,732
431617,617
37994,994
481326,326
223157,157
30350,350
462326,326
342493,493
307880,880
421851,851
453800,800
73110,110
150992,992
24077,77
206477,477
358369,369
24834,834
361130,130
69219,219
470470,470
75339,339
390960,960
496183,183
153677,677
245086,86
197709,709
256150,150
283269,269
155902,902
235918,918
330416,416
115751,751
222009,9
48029,29
328272,272
24053,53
280947,947
283974,974
260125,125
216914,914
62352,352
477163,163
114111,111
411996,996
31900,900
170583,583
65242,242
95690,690
434751,751
173183,183
467356,356
190586,586
112956,956
127825,825
59252,252
163420,420
262653,653
92554,554
65595,595
157132,132
485565,565
398629,629
431642,642
489836,836
266780,780
273786,786
234434,434
389427,427
481165,165
135289,289
59689,689
431763,763
287435,435
273939,939
140934,934
61848,848
385932,932
158001,1
368542,542
313496,496
499211,211
211976,976
366664,664
29913,913
238696,696
72914,914
152532,532
98451,451
56194,194
224883,883
292525,525
141554,554
336453,453
221668,668
232703,703
297066,66
408138,138
339210,210
268131,131
357619,619
415897,897
212186,186
201701,701
115117,117
158634,634
373560,560
132496,496
350571,571
475337,337
39456,456
294602,602
235898,898
324185,185
79975,975
473492,492
111254,254
88653,653
85997,997
349196,196
108006,6
2365,365
275795,795
22132,132
432685,685
442544,544
22367,367
129147,147
482673,673
329055,55
308490,490
141011,11
338982,982
319077,77
292011,11
393246,246
254653,653
340416,416
98806,806
369613,613
152119,119
58830,830
196938,938
51489,489
440310,310
6404,404
78157,157
263753,753
72851,851
16059,59
265702,702
439582,582
177969,969
126549,549
80777,777
38257,257
175933,933
419914,914
259094,94
23342,342
68781,781
185514,514
78023,23
147409,409
103678,678
133463,463
488538,538
394547,547
252539,539
479043,43
154488,488
197966,966
386732,732
316472,472
349861,861
103313,313
493298,298
332153,153
105915,915
91067,67
29918,918
186248,248
83959,959
303064,64
327790,790
127271,271
34692,692
488550,550
468756,756
256723,723
406958,958
267913,913
499157,157
78704,704
153189,189
293177,177
135639,639
137010,10
488569,569
121590,590
208209,209
297765,765
297105,105
321466,466
439715,715
233592,592
118337,337
222977,977
164973,973
26701,701
487401,401
439173,173
109919,919
437713,713
482404,404
278355,355
114716,716
272610,610
327759,759
289963,963
228392,392
9762,762
396942,942
251850,850
170006,6
162891,891
67820,820
117464,464
338748,748
291188,188
65881,881
407885,885
158192,192
462028,28
239857,857
75049,49
30492,492
24122,122
185030,30
437732,732
75849,849
322407,407
359732,732
436420,420
192811,811
492548,548
455686,686
252416,416
442306,306
75771,771
447589,589
294206,206
73835,835
211134,134
287387,387
200627,627
283717,717
494211,211
153394,394
335966,966
158906,906
18955,955
242549,549
132533,533
432722,722
44483,483
174032,32
440221,221
495010,10
55137,137
157387,387
406389,389
51524,524
316703,703
406550,550
215604,604
331075,75
443874,874
187830,830
192589,589
11142,142
429404,404
326902,902
370722,722
145153,153
247266,266
359425,425
425733,733
101755,755
172713,713
123590,590
170021,21
20823,823
348611,611
121868,868
409213,213
389574,574
110941,941
134462,462
30422,422
228034,34
382756,756
453228,228
85422,422
377085,85
236552,552
44498,498
231608,608
478206,206
10456,456
222955,955
361100,100
428141,141
17158,158
481058,58
308429,429
233462,462
403812,812
273497,497
69901,901
176963,963
253584,584
353920,920
25295,295
167628,628
123038,38
274372,372
423909,909
81733,733
417065,65
73010,10
48302,302
141496,496
46465,465
350052,52
17324,324
22932,932
235909,909
253720,720
38543,543
325112,112
416789,789
216900,900
260312,312
19045,45
236547,547
323014,14
248732,732
330536,536
474019,19
194770,770
420744,744
71262,262
335510,510
264291,291
62099,99
449394,394
120717,717
464673,673
412580,580
447184,184
381508,508
8753,753
490483,483
261999,999
104034,34
227951,951
448158,158
104800,800
19496,496
452833,833
328954,954
141544,544
311610,610
88432,432
142504,504
94776,776
324554,554
301016,16
174742,742
307532,532
397337,337
132771,771
352857,857
158575,575
314886,886
160301,301
261665,665
53738,738
360976,976
329087,87
415795,795
299310,310
125201,201
197278,278
129849,849
244078,78
163764,764
184914,914
81147,147
236351,351
108434,434
14318,318
229144,144
21878,878
234961,961
459501,501
350394,394
20501,501
159743,743
116383,383
378352,352
141112,112
303255,255
74429,429
218439,439
495238,238
72377,377
39783,783
441863,863
414677,677
320474,474
412740,740
59466,466
105278,278
86287,287
316127,127
122731,731
122254,254
54580,580
91782,782
216846,846
219823,823
193470,470
180018,18
451941,941
69571,571
486915,915
89289,289
135003,3
41762,762
130182,182
421888,888
431984,984
268663,663
395051,51
432898,898
406578,578
319430,430
40745,745
271544,544
473516,516
437851,851
336206,206
272979,979
130105,105
419098,98
116426,426
498105,105
89921,921
363293,293
218566,566
325745,745
290326,326
164074,74
279212,212
458810,810
181877,877
91898,898
47046,46
221633,633
320911,911
358438,438
181177,177
194877,877
11519,519
343513,513
469106,106
490358,358
145182,182
81215,215
435057,57
419563,563
188552,552
287553,553
130411,411
496472,472
310777,777
145117,117
415798,798
387003,3
468523,523
283920,920
41457,457
450948,948
192830,830
183512,512
200447,447
265284,284
85299,299
381690,690
123389,389
113431,431
61552,552
44109,109
164502,502
9476,476
295232,232
441323,323
51233,233
407048,48
59769,769
449735,735
185495,495
324571,571
454329,329
135615,615
75383,383
362868,868
413459,459
412071,71
390258,258
201865,865
242000,0
337272,272
95744,744
419832,832
54840,840
321065,65
382925,925
273585,585
73199,199
54142,142
136383,383
288271,271
281824,824
232031,31
362625,625
496931,931
171622,622
435305,305
448978,978
232522,522
456371,371
437498,498
415160,160
24839,839
9407,407
302718,718
243052,52
398697,697
19029,29
174793,793
40543,543
4703,703
145864,864
332491,491
37737,737
156400,400
55982,982
243720,720
242113,113
197395,395
176528,528
132423,423
150835,835
70748,748
238284,284
126520,520
139941,941
193389,389
23234,234
363830,830
183884,884
401252,252
185659,659
154121,121
318122,122
156709,709
180070,70
414025,25
13203,203
178389,389
322527,527
27665,665
387064,64
320153,153
260767,767
91964,964
469741,741
491448,448
188926,926
22266,266
164091,91
268866,866
20974,974
318514,514
268630,630
437323,323
332514,514
383935,935
283942,942
128632,632
330113,113
417876,876
222952,952
75363,363
430212,212
353096,96
13658,658
481558,558
94760,760
98464,464
56974,974
2137,137
464837,837
67663,663
148236,236
46986,986
283185,185
462572,572
12803,803
120427,427
46634,634
22799,799
251608,608
304315,315
359947,947
491772,772
222883,883
8426,426
183651,651
379068,68
415115,115
110247,247
114171,171
76003,3
211612,612
31608,608
23728,728
114802,802
125575,575
138245,245
255875,875
20353,353
394177,177
468878,878
262226,226
219821,821
72079,79
363260,260
431135,135
373625,625
498992,992
410008,8
440641,641
299345,345
395346,346
143264,264
24980,980
288043,43
483795,795
46641,641
129777,777
166861,861
465681,681
272512,512
169776,776
102637,637
150945,945
146281,281
1222,222
233703,703
240460,460
235452,452
322937,937
405263,263
409369,369
104580,580
280831,831
417279,279
74397,397
61962,962
358021,21
431725,725
421855,855
279116,116
270663,663
305714,714
69269,269
437602,602
116033,33
66720,720
94792,792
399571,571
417824,824
238361,361
196971,971
478433,433
246700,700
38552,552
422583,583
339948,948
360805,805
34458,458
68303,303
282886,886
167084,84
441623,623
312354,354
214992,992
438297,297
346612,612
106436,436
328279,279
124486,486
315855,855
492878,878
272848,848
90218,218
347581,581
403680,680
202153,153
167127,127
460872,872
451749,749
352385,385
34784,784
45940,940
329940,940
7955,955
131794,794
42425,425
271226,226
224023,23
172002,2
305407,407
354018,18
235400,400
489236,236
456427,427
478850,850
204276,276
373672,672
43892,892
417383,383
124122,122
178784,784
174446,446
270101,101
115278,278
54650,650
272109,109
186496,496
245924,924
84160,160
66023,23
328727,727
28944,944
447768,768
172315,315
468593,593
266453,453
387772,772
276496,496
272299,299
341329,329
236242,242
232912,912
165355,355
303585,585
147224,224
285496,496
92009,9
366339,339
470473,473
210065,65
382243,243
13129,129
157794,794
318120,120
5219,219
322641,641
65997,997
408939,939
244057,57
362741,741
74933,933
266696,696
114506,506
483056,56
93147,147
154669,669
13600,600
278737,737
214221,221
365805,805
380860,860
84763,763
227268,268
318352,352
488239,239
171127,127
311118,118
427912,912
293250,250
264304,304
225923,923
457428,428
58131,131
406060,60
238107,107
290192,192
481915,915
494316,316
212925,925
342237,237
439335,335
293771,771
334148,148
453132,132
248510,510
341430,430
348877,877
102718,718
277204,204
429362,362
369073,73
495321,321
109577,577
96537,537
317317,317
124364,364
85472,472
485833,833
114319,319
271074,74
189096,96
191110,110
303835,835
403435,435
80213,213
97249,249
477682,682
221315,315
255713,713
104528,528
171635,635
487056,56
144228,228
210337,337
375297,297
357415,415
207154,154
119327,327
328060,60
167789,789
218463,463
164783,783
196125,125
386374,374
74987,987
278627,627
303396,396
252624,624
275446,446
39007,7
111613,613
15840,840
72775,775
15271,271
193204,204
189855,855
263263,263
414946,946
134096,96
322645,645
496477,477
193192,192
369090,90
485092,92
494773,773
333876,876
262350,350
414870,870
130541,541
432431,431
494307,307
489750,750
98316,316
428667,667
387086,86
42396,396
123916,916
242889,889
130472,472
75764,764
35610,610
443617,617
352468,468
388188,188
315288,288
181875,875
345651,651
143994,994
359299,299
120086,86
77931,931
244539,539
116245,245
418602,602
311028,28
25441,441
31384,384
119822,822
487723,723
199703,703
144462,462
378721,721
349901,901
65554,554
431487,487
140334,334
304223,223
95703,703
333714,714
236390,390
152579,579
341425,425
205216,216
70699,699
269592,592
361491,491
35751,751
250703,703
286986,986
307772,772
165928,928
333470,470
330910,910
98661,661
157278,278
226859,859
282064,64
399691,691
88648,648
47870,870
463218,218
90921,921
190285,285
410252,252
11550,550
449764,764
448848,848
101898,898
290209,209
61901,901
184685,685
245768,768
192749,749
267423,423
303572,572
111727,727
224168,168
317599,599
264791,791
228128,128
169346,346
125307,307
79946,946
343125,125
469384,384
448143,143
52434,434
37500,500
479530,530
177104,104
362708,708
290148,148
118381,381
264340,340
202879,879
383,383
67750,750
407832,832
219336,336
488260,260
448635,635
3969,969
71143,143
402484,484
447269,269
63669,669
170878,878
224435,435
74081,81
443341,341
31104,104
270485,485
311319,319
288938,938
319563,563
178616,616
83579,579
410553,553
468820,820
271617,617
270267,267
5407,407
281717,717
343285,285
280762,762
156282,282
462857,857
319303,303
379338,338
444413,413
198193,193
9300,300
491744,744
111172,172
350836,836
451767,767
384386,386
311695,695
428764,764
13694,694
407970,970
41983,983
464604,604
249690,690
261784,784
70530,530
271748,748
222845,845
315263,263
329284,284
330759,759
254672,672
76278,278
110743,743
100239,239
479007,7
362223,223
236763,763
82901,901
329454,454
404840,840
434320,320
51842,842
3038,38
293319,319
231987,987
291530,530
119101,101
197079,79
206108,108
332969,969
36975,975
42590,590
9520,520
50980,980
112119,119
254290,290
89561,561
271881,881
357169,169
271255,255
408807,807
76869,869
191719,719
72015,15
492459,459
193027,27
271703,703
2228,228
113332,332
251871,871
101162,162
96600,600
464342,342
216802,802
263137,137
27586,586
24114,114
496967,967
224766,766
382971,971
436653,653
398387,387
22079,79
78045,45
59385,385
392109,109
177212,212
439244,244
80257,257
383248,248
47880,880
416082,82
45061,61
307304,304
174717,717
338861,861
373589,589
68707,707
425474,474
263624,624
405296,296
92426,426
337081,81
129771,771
456325,325
337388,388
328380,380
50499,499
171502,502
57213,213
189467,467
62287,287
79495,495
293781,781
467653,653
358596,596
261023,23
462826,826
410356,356
223760,760
364801,801
384655,655
123620,620
395481,481
76486,486
212648,648
38285,285
215708,708
302055,55
267002,2
241052,52
418355,355
10023,23
348053,53
287380,380
15857,857
460556,556
138332,332
102959,959
28451,451
42686,686
406111,111
121865,865
333812,812
160092,92
230211,211
270775,775
25717,717
160453,453
298265,265
301257,257
287963,963
212193,193
258454,454
55521,521
412244,244
47121,121
455219,219
212283,283
32727,727
304328,328
495510,510
94332,332
107831,831
74231,231
324143,143
21798,798
253174,174
153373,373
338043,43
291449,449
397244,244
244717,717
191144,144
160832,832
22141,141
209336,336
195609,609
171240,240
330826,826
76670,670
238467,467
153349,349
243102,102
318586,586
17864,864
423697,697
322497,497
12902,902
15714,714
206192,192
486653,653
378294,294
176293,293
448453,453
135213,213
7665,665
206393,393
149521,521
421077,77
77270,270
361679,679
435602,602
103374,374
388145,145
425263,263
10481,481
335263,263
114698,698
378320,320
118991,991
481344,344
62191,191
337082,82
53403,403
55057,57
286238,238
426409,409
75065,65
194119,119
486810,810
416987,987
85720,720
182494,494
267587,587
104722,722
260261,261
474924,924
418098,98
98865,865
237475,475
247903,903
40475,475
373240,240
310569,569
215547,547
393105,105
134525,525
321740,740
131699,699
315276,276
413961,961
480831,831
475767,767
265553,553
116935,935
243326,326
370812,812
473512,512
434176,176
120968,968
474512,512
222531,531
41667,667
220224,224
491584,584
244185,185
8650,650
240747,747
370806,806
209429,429
168919,919
329016,16
7840,840
87620,620
307253,253
391610,610
281041,41
479902,902
226450,450
282954,954
8174,174
334707,707
249228,228
87968,968
404787,787
310146,146
450482,482
174256,256
450318,318
82667,667
126706,706
267851,851
410985,985
97330,330
31284,284
329270,270
484802,802
14908,908
176347,347
23802,802
247831,831
167147,147
480638,638
276642,642
466000,0
392006,6
75933,933
99884,884
110839,839
18835,835
1111,111
328114,114
61251,251
242160,160
353867,867
331731,731
228593,593
373603,603
318983,983
100022,22
376294,294
464368,368
182661,661
312965,965
254335,335
450616,616
148730,730
450448,448
433317,317
81259,259
278677,677
103536,536
472176,176
179956,956
369161,161
456043,43
65635,635
148783,783
166903,903
26613,613
191560,560
421620,620
234887,887
330961,961
33244,244
123404,404
396378,378
92436,436
205186,186
180954,954
430183,183
237852,852
444823,823
233612,612
178088,88
75803,803
245803,803
52604,604
418874,874
72746,746
244938,938
76663,663
333733,733
170273,273
403657,657
420593,593
318387,387
91512,512
282679,679
318684,684
395977,977
185475,475
399638,638
291725,725
464856,856
392448,448
497116,116
358457,457
408901,901
110698,698
406901,901
462554,554
129683,683
484318,318
264357,357
341842,842
30214,214
482336,336
17903,903
15182,182
372652,652
264645,645
220711,711
366006,6
413134,134
291296,296
443162,162
225624,624
247607,607
391279,279
65639,639
102345,345
254199,199
460300,300
38821,821
411574,574
261186,186
162563,563
440278,278
29125,125
479495,495
43038,38
170437,437
472057,57
167507,507
87255,255
433574,574
446047,47
436086,86
34844,844
106252,252
378996,996
326548,548
325904,904
250585,585
170663,663
227732,732
277608,608
54594,594
21824,824
200597,597
99487,487
82887,887
297416,416
169888,888
399311,311
322233,233
422609,609
45888,888
321873,873
25058,58
354731,731
254994,994
88538,538
126212,212
22544,544
323723,723
193452,452
212459,459
431167,167
186578,578
472727,727
103445,445
28133,133
137349,349
98782,782
208161,161
49216,216
97068,68
415740,740
155450,450
478800,800
272068,68
228632,632
212857,857
18292,292
489802,802
211521,521
108441,441
75649,649
261158,158
310677,677
118249,249
70681,681
230866,866
383201,201
399977,977
4566,566
129238,238
232037,37
190279,279
298884,884
467342,342
200578,578
298700,700
205415,415
330977,977
171856,856
478646,646
152096,96
148797,797
287780,780
60671,671
52025,25
376103,103
453544,544
189235,235
92762,762
485900,900
6828,828
83229,229
58648,648
484677,677
314639,639
302748,748
439612,612
231494,494
474566,566
414795,795
242319,319
331670,670
45906,906
341975,975
490235,235
201535,535
480842,842
365209,209
205944,944
355011,11
351323,323
378335,335
163405,405
281520,520
44763,763
58636,636
153550,550
49915,915
173924,924
94821,821
273318,318
452044,44
413781,781
51039,39
211500,500
191126,126
380618,618
232974,974
321556,556
373341,341
339030,30
50855,855
349396,396
212738,738
182241,241
134035,35
70907,907
10227,227
85196,196
243051,51
298024,24
420356,356
66258,258
233554,554
313128,128
203936,936
466386,386
179065,65
361880,880
221939,939
77829,829
200514,514
185012,12
468857,857
332925,925
90688,688
196204,204
409250,250
479551,551
97598,598
258546,546
184296,296
107688,688
40455,455
330615,615
77578,578
129931,931
481004,4
87795,795
24837,837
363766,766
142047,47
103122,122
411028,28
414542,542
143304,304
155758,758
138102,102
59978,978
271930,930
423409,409
192569,569
20942,942
343851,851
28876,876
332873,873
94140,140
31777,777
61460,460
1937,937
251659,659
42829,829
180487,487
200450,450
272234,234
401303,303
9350,350
473307,307
162594,594
382714,714
426533,533
