id,value
491506,506
402549,549
33969,969
341861,861
219756,756
216319,319
487849,849
362725,725
195627,627
404227,227
219443,443
103751,751
107540,540
246721,721
409863,863
469363,363
368383,383
18526,526
195363,363
248366,366
429734,734
3273,273
426269,269
78965,965
96858,858
147861,861
101911,911
110214,214
180879,879
206200,200
471127,127
82437,437
414715,715
218493,493
230961,961
309511,511
246611,611
157731,731
82424,424
423263,263
429139,139
172178,178
112738,738
307691,691
39394,394
198489,489
62507,507
318696,696
408818,818
297152,152
292697,697
230371,371
120220,220
181017,17
118521,521
360143,143
55594,594
479380,380
401446,446
45285,285
180008,8
139599,599
320164,164
21415,415
325980,980
98818,818
469735,735
216766,766
125847,847
359467,467
473184,184
68041,41
159021,21
393309,309
376403,403
453695,695
149402,402
122375,375
31837,837
47141,141
9040,40
457774,774
315410,410
329912,912
45707,707
340567,567
64745,745
258345,345
77401,401
160849,849
199690,690
178081,81
489416,416
388413,413
182427,427
456038,38
284413,413
417319,319
395708,708
325510,510
423837,837
25458,458
137061,61
273285,285
95946,946
435316,316
82161,161
447502,502
37614,614
383559,559
456807,807
384624,624
424964,964
362815,815
375268,268
393111,111
36341,341
480931,931
8478,478
472887,887
17509,509
454544,544
282600,600
476813,813
157159,159
362407,407
423166,166
354389,389
278190,190
67190,190
344127,127
392910,910
375879,879
5484,484
49436,436
456094,94
415399,399
47500,500
137590,590
492818,818
168931,931
96670,670
403011,11
207233,233
289495,495
253696,696
107895,895
393609,609
386170,170
151154,154
53973,973
452011,11
364789,789
489331,331
417886,886
363826,826
238739,739
168783,783
402128,128
117831,831
466721,721
142041,41
460232,232
354024,24
109601,601
385124,124
411997,997
346564,564
157802,802
227642,642
388611,611
430281,281
365153,153
99258,258
411506,506
335803,803
22625,625
16842,842
354049,49
41458,458
434466,466
145184,184
456519,519
487509,509
64865,865
438330,330
85812,812
266331,331
157741,741
450313,313
64070,70
415213,213
276571,571
252016,16
262210,210
170081,81
145109,109
283914,914
14433,433
453849,849
195190,190
78199,199
241222,222
51965,965
89642,642
157665,665
225561,561
155783,783
214371,371
252803,803
260871,871
483719,719
271261,261
411467,467
196244,244
330450,450
332065,65
135864,864
128027,27
365798,798
451346,346
447201,201
294782,782
452907,907
273662,662
380903,903
155600,600
319731,731
384286,286
304444,444
445410,410
369857,857
73805,805
225755,755
255503,503
46294,294
497528,528
335821,821
368446,446
106783,783
96947,947
286773,773
214713,713
63846,846
152502,502
3146,146
433982,982
132264,264
280401,401
485798,798
245453,453
15977,977
203981,981
121959,959
177776,776
476291,291
293804,804
160152,152
326992,992
256443,443
257121,121
54018,18
124761,761
405688,688
132437,437
357257,257
173315,315
87976,976
16707,707
301453,453
463463,463
222997,997
65990,990
258494,494
56190,190
225367,367
364662,662
405200,200
488816,816
125922,922
322191,191
325666,666
274702,702
239255,255
470234,234
30098,98
498277,277
221641,641
452618,618
492114,114
252485,485
18493,493
213622,622
79142,142
40138,138
155306,306
53494,494
208136,136
7217,217
270767,767
406485,485
142988,988
72394,394
445929,929
459300,300
29181,181
31854,854
36265,265
47317,317
355597,597
198430,430
212900,900
258059,59
447074,74
66126,126
400218,218
271779,779
118135,135
250774,774
223297,297
326742,742
382226,226
463509,509
157065,65
257895,895
211307,307
80896,896
496140,140
33048,48
290429,429
69233,233
453917,917
477002,2
405372,372
261100,100
230233,233
84200,200
259282,282
173733,733
139303,303
22681,681
26663,663
48659,659
356213,213
202136,136
128056,56
480520,520
306032,32
467061,61
433439,439
481199,199
450529,529
150651,651
166549,549
156537,537
28288,288
247798,798
433028,28
439188,188
14653,653
90838,838
203704,704
470548,548
365807,807
498355,355
334283,283
407862,862
464169,169
61498,498
29143,143
351374,374
25828,828
288688,688
343768,768
29391,391
2359,359
367413,413
236741,741
59927,927
392247,247
401167,167
4194,194
495266,266
431342,342
409623,623
300553,553
276694,694
240437,437
137123,123
109130,130
99023,23
319707,707
171337,337
496292,292
269133,133
472754,754
249371,371
362907,907
45526,526
235949,949
212349,349
197106,106
155701,701
150528,528
481371,371
101353,353
24111,111
170575,575
364644,644
75320,320
130920,920
295096,96
308032,32
487164,164
352463,463
245722,722
225759,759
469238,238
155132,132
223301,301
289172,172
85860,860
174911,911
471133,133
165560,560
205742,742
200415,415
256674,674
6188,188
86567,567
191892,892
147123,123
108492,492
66776,776
185552,552
433383,383
17415,415
222673,673
411777,777
115938,938
72768,768
374256,256
418812,812
372955,955
471275,275
485707,707
288511,511
179412,412
168158,158
76062,62
60954,954
356835,835
314936,936
220221,221
495775,775
275474,474
280379,379
17858,858
487811,811
96203,203
195817,817
47606,606
277686,686
471017,17
152604,604
293644,644
94684,684
476949,949
201472,472
252324,324
297926,926
229465,465
469115,115
222368,368
253744,744
433932,932
447387,387
391223,223
201654,654
176496,496
469430,430
25,25
74409,409
342560,560
273692,692
308958,958
453795,795
133974,974
18206,206
386330,330
209470,470
118977,977
72082,82
239853,853
20479,479
437913,913
238262,262
169454,454
351840,840
321764,764
354370,370
286744,744
76601,601
391268,268
29882,882
295027,27
409808,808
286336,336
316040,40
169940,940
145749,749
62340,340
441663,663
237799,799
483957,957
74584,584
128000,0
96151,151
296972,972
485796,796
185931,931
313853,853
37645,645
259867,867
89792,792
409209,209
155078,78
300602,602
39909,909
117726,726
356045,45
35335,335
21276,276
33953,953
61955,955
93958,958
39340,340
7724,724
148741,741
442819,819
338235,235
303718,718
466457,457
464065,65
400702,702
187554,554
452646,646
55384,384
177790,790
233995,995
475042,42
100068,68
30648,648
87489,489
312288,288
256301,301
484405,405
374337,337
155919,919
111875,875
238320,320
354248,248
31454,454
218981,981
263796,796
233387,387
472308,308
335336,336
41768,768
150017,17
228445,445
344170,170
129073,73
225414,414
397049,49
102021,21
126288,288
367103,103
185385,385
6153,153
395646,646
362180,180
415925,925
452208,208
468596,596
93097,97
465383,383
34926,926
92943,943
38650,650
415504,504
318545,545
174883,883
37574,574
142008,8
117013,13
414616,616
318396,396
200722,722
126857,857
8794,794
234967,967
178297,297
418896,896
233087,87
98315,315
278893,893
452454,454
228965,965
481628,628
242398,398
22024,24
52882,882
280936,936
387290,290
269243,243
179414,414
138757,757
488999,999
285291,291
429984,984
498223,223
271511,511
58657,657
32999,999
278105,105
465760,760
324482,482
155968,968
280457,457
82489,489
421595,595
261408,408
419878,878
7444,444
101065,65
69713,713
317924,924
142857,857
124023,23
341806,806
328020,20
39795,795
314694,694
383144,144
440121,121
254639,639
147364,364
454749,749
187012,12
18876,876
243031,31
192094,94
224031,31
103165,165
491128,128
492356,356
375595,595
314870,870
10771,771
374970,970
156428,428
302982,982
122559,559
40640,640
238521,521
296193,193
476064,64
215080,80
9252,252
414990,990
26536,536
155681,681
62404,404
303325,325
76016,16
192804,804
371284,284
419519,519
330925,925
97093,93
45628,628
46274,274
145598,598
352184,184
383632,632
194714,714
216775,775
21228,228
253156,156
448793,793
419281,281
331235,235
371864,864
282382,382
192054,54
95045,45
345315,315
94073,73
363308,308
277837,837
429695,695
465638,638
241267,267
277263,263
168103,103
42690,690
159850,850
21635,635
8138,138
62946,946
410135,135
214640,640
353293,293
38410,410
231092,92
404410,410
244831,831
177646,646
358507,507
435512,512
79065,65
487887,887
74504,504
171221,221
337679,679
76868,868
107829,829
309569,569
26331,331
291797,797
330064,64
229424,424
194113,113
249582,582
110308,308
377062,62
438696,696
347324,324
311206,206
286572,572
46046,46
172767,767
256743,743
97395,395
87685,685
228322,322
407975,975
69067,67
21688,688
96969,969
70968,968
412379,379
355701,701
116010,10
367372,372
67157,157
261374,374
462546,546
29105,105
188574,574
399886,886
34795,795
265842,842
144186,186
116514,514
58544,544
360677,677
267685,685
35028,28
435266,266
187828,828
429738,738
77100,100
348335,335
68026,26
122278,278
388501,501
330971,971
109548,548
152377,377
393266,266
148384,384
317724,724
406133,133
229142,142
80222,222
52834,834
31133,133
240541,541
67521,521
76313,313
415635,635
334867,867
476153,153
208418,418
112904,904
463865,865
358897,897
402588,588
348858,858
454227,227
498321,321
406229,229
385739,739
48476,476
369650,650
397284,284
230693,693
263375,375
206511,511
394347,347
38700,700
231880,880
110107,107
103966,966
394721,721
288214,214
42785,785
310546,546
137486,486
304528,528
411842,842
319966,966
261464,464
115844,844
207764,764
47852,852
418648,648
473469,469
2513,513
85553,553
364495,495
352815,815
156955,955
323106,106
412304,304
193473,473
17636,636
427852,852
137801,801
55173,173
457372,372
273476,476
392389,389
67180,180
59148,148
49731,731
164116,116
145532,532
323512,512
419188,188
334177,177
284165,165
439364,364
65555,555
499418,418
387965,965
126138,138
395441,441
234222,222
404058,58
301649,649
182738,738
401685,685
291259,259
124879,879
201724,724
226127,127
97013,13
388745,745
304928,928
258334,334
193632,632
494484,484
436838,838
111988,988
337885,885
7411,411
9737,737
150555,555
105579,579
343498,498
442060,60
438848,848
477765,765
208700,700
415866,866
334545,545
131863,863
367706,706
385268,268
59513,513
277917,917
444941,941
260006,6
264749,749
71968,968
174071,71
392721,721
253693,693
121064,64
264295,295
350936,936
104581,581
63329,329
302305,305
187376,376
65461,461
11463,463
99434,434
244704,704
143426,426
223102,102
53019,19
118572,572
158925,925
2701,701
170008,8
336083,83
299158,158
405973,973
379260,260
386232,232
183168,168
205784,784
325639,639
250189,189
113116,116
9782,782
441808,808
252236,236
38949,949
86422,422
302948,948
206943,943
97032,32
319248,248
471180,180
330506,506
167126,126
141489,489
154508,508
292032,32
266308,308
480493,493
480734,734
139850,850
239835,835
67798,798
6456,456
26998,998
266826,826
79847,847
17092,92
141372,372
336923,923
161638,638
248152,152
307248,248
349189,189
414666,666
210029,29
222039,39
302128,128
76239,239
143464,464
380278,278
105581,581
319907,907
441627,627
97989,989
464458,458
223036,36
443964,964
288762,762
416827,827
445891,891
455482,482
448236,236
490859,859
72427,427
141071,71
128642,642
430998,998
122319,319
180336,336
412961,961
48845,845
42459,459
141117,117
57171,171
341189,189
242553,553
390903,903
214978,978
414313,313
192841,841
489864,864
423851,851
368116,116
462388,388
170891,891
292517,517
368155,155
266479,479
126053,53
110357,357
310135,135
294254,254
76617,617
282039,39
38303,303
328322,322
99170,170
435685,685
204699,699
364952,952
408058,58
109193,193
203195,195
314541,541
110376,376
456723,723
473458,458
438186,186
349081,81
434617,617
30340,340
285197,197
446909,909
64261,261
60864,864
15299,299
117460,460
314603,603
266163,163
470281,281
271787,787
309091,91
474530,530
92337,337
170678,678
375815,815
52340,340
411526,526
423869,869
212501,501
377108,108
245327,327
470299,299
64737,737
114539,539
434424,424
325766,766
289459,459
661,661
140981,981
464355,355
424511,511
448163,163
316693,693
479033,33
462851,851
2159,159
491380,380
311313,313
459743,743
467459,459
94286,286
149294,294
445834,834
312544,544
200994,994
235841,841
460310,310
130484,484
367371,371
94290,290
64066,66
464519,519
63998,998
492049,49
338332,332
34951,951
53945,945
44705,705
302821,821
226174,174
298181,181
434471,471
334307,307
325815,815
83663,663
499120,120
368849,849
285012,12
6823,823
14210,210
160532,532
411999,999
362602,602
289115,115
61259,259
467403,403
207711,711
52045,45
234902,902
492283,283
16087,87
419923,923
278382,382
470356,356
422664,664
282211,211
286534,534
279812,812
108674,674
24485,485
212916,916
202775,775
369554,554
279413,413
188019,19
103498,498
429876,876
46601,601
174205,205
127505,505
492565,565
337805,805
7697,697
384106,106
180177,177
394619,619
52096,96
128993,993
135230,230
245673,673
225039,39
448770,770
73946,946
343579,579
415209,209
244267,267
129893,893
163506,506
3318,318
388163,163
396784,784
139058,58
53556,556
436544,544
148435,435
325219,219
206910,910
307540,540
40767,767
214705,705
259011,11
71478,478
294137,137
16267,267
225146,146
174151,151
208223,223
384427,427
465856,856
14739,739
313828,828
340421,421
38156,156
102459,459
482086,86
298716,716
232094,94
132738,738
389366,366
419809,809
427111,111
404471,471
179807,807
156175,175
211098,98
129724,724
358607,607
256391,391
25872,872
380396,396
190324,324
60780,780
87950,950
499494,494
76708,708
414657,657
488689,689
414881,881
385216,216
318923,923
369354,354
224669,669
233530,530
149745,745
262315,315
110512,512
412005,5
240101,101
417737,737
106142,142
444976,976
65163,163
623,623
474243,243
285715,715
395251,251
84369,369
210957,957
449906,906
227583,583
297327,327
214888,888
471995,995
382115,115
312312,312
47615,615
278192,192
397751,751
134394,394
213443,443
255602,602
179318,318
417657,657
456472,472
357324,324
471512,512
195850,850
414533,533
281642,642
189278,278
398027,27
437379,379
130046,46
84428,428
438759,759
487967,967
196780,780
132912,912
36147,147
288143,143
391514,514
350486,486
488170,170
189695,695
379948,948
244596,596
236853,853
321858,858
187395,395
451480,480
29721,721
125347,347
404814,814
245680,680
444760,760
379065,65
43583,583
415403,403
213157,157
195541,541
85714,714
324715,715
320617,617
459837,837
189607,607
468765,765
249805,805
117763,763
303281,281
483846,846
189363,363
357689,689
479384,384
463368,368
349941,941
83031,31
297735,735
443737,737
154630,630
470625,625
37068,68
274490,490
187142,142
11562,562
28959,959
228192,192
432909,909
427817,817
57201,201
402508,508
119962,962
22195,195
217152,152
10756,756
229196,196
410297,297
357000,0
123887,887
415862,862
65872,872
51643,643
439474,474
258387,387
9707,707
450174,174
227364,364
311520,520
162309,309
274246,246
383986,986
468290,290
454648,648
331112,112
225224,224
297289,289
14043,43
108875,875
375817,817
313264,264
195419,419
284120,120
472481,481
363713,713
401430,430
95654,654
418908,908
197636,636
157394,394
155219,219
164978,978
306654,654
109711,711
496033,33
89778,778
271199,199
210984,984
132819,819
175977,977
39544,544
263877,877
10097,97
226042,42
317388,388
493987,987
230881,881
367742,742
472380,380
269952,952
215222,222
114126,126
109712,712
462897,897
55668,668
116277,277
255121,121
332845,845
200898,898
275378,378
431131,131
120848,848
298896,896
360915,915
399490,490
458363,363
110900,900
437539,539
91351,351
395302,302
256823,823
218240,240
163233,233
98052,52
146024,24
347152,152
129382,382
100445,445
253038,38
470503,503
260345,345
444957,957
119445,445
226268,268
234276,276
206422,422
401636,636
123330,330
200761,761
139590,590
218657,657
199576,576
226406,406
342215,215
248114,114
162020,20
32254,254
44423,423
473501,501
292847,847
433299,299
289551,551
322185,185
163225,225
148011,11
399892,892
338034,34
448455,455
263464,464
307783,783
405828,828
109183,183
490720,720
14314,314
19095,95
311128,128
179731,731
44441,441
72749,749
90320,320
248677,677
19510,510
266043,43
25243,243
364830,830
338732,732
151046,46
190673,673
47148,148
50697,697
131608,608
234693,693
43331,331
290730,730
123428,428
48390,390
78064,64
144618,618
433266,266
326390,390
388222,222
266208,208
332184,184
390112,112
219556,556
66669,669
393125,125
10363,363
131289,289
418856,856
40001,1
47749,749
86751,751
446691,691
237998,998
326246,246
171729,729
27778,778
140590,590
404904,904
286060,60
151526,526
277781,781
23286,286
252329,329
152004,4
91065,65
282259,259
272533,533
35819,819
89919,919
288468,468
195832,832
398955,955
368354,354
171119,119
310057,57
157695,695
181226,226
274730,730
178208,208
454937,937
403805,805
173284,284
345232,232
201695,695
248887,887
168187,187
398890,890
182986,986
311402,402
307048,48
271080,80
191626,626
258671,671
204266,266
85353,353
365958,958
498275,275
118878,878
94681,681
247555,555
31157,157
89156,156
62161,161
252946,946
225643,643
302074,74
410656,656
119461,461
71255,255
57075,75
310676,676
139813,813
193156,156
394527,527
439259,259
8466,466
229368,368
264256,256
477694,694
455215,215
212046,46
468924,924
498001,1
418088,88
112305,305
386293,293
325352,352
499917,917
98644,644
109650,650
484837,837
22729,729
167755,755
246694,694
32161,161
180645,645
309805,805
35473,473
389909,909
499898,898
2132,132
330253,253
259734,734
459987,987
425875,875
463398,398
373318,318
53869,869
353060,60
376502,502
102293,293
304196,196
240901,901
392531,531
20725,725
378459,459
390105,105
248360,360
348133,133
261423,423
245298,298
297553,553
302039,39
318242,242
102158,158
35376,376
321912,912
40103,103
477852,852
466056,56
239378,378
171945,945
194577,577
157438,438
361669,669
443300,300
472177,177
44392,392
418809,809
66527,527
172502,502
337661,661
141968,968
494159,159
267931,931
169392,392
350897,897
152885,885
344759,759
56467,467
362059,59
467502,502
487406,406
392442,442
494924,924
304974,974
335367,367
51938,938
202,202
291314,314
38066,66
298769,769
397027,27
368277,277
84398,398
194100,100
473998,998
81856,856
142440,440
72204,204
165598,598
444470,470
24800,800
87179,179
189088,88
315406,406
21033,33
486955,955
446596,596
477189,189
133997,997
297999,999
124459,459
313682,682
393510,510
49180,180
339156,156
437900,900
330912,912
306883,883
217409,409
215726,726
250594,594
246399,399
70909,909
441571,571
349638,638
437804,804
28688,688
92336,336
322097,97
364071,71
118117,117
269879,879
462750,750
310982,982
257487,487
280474,474
232906,906
294057,57
250460,460
225190,190
374073,73
455176,176
334107,107
247321,321
141636,636
399869,869
211496,496
151157,157
196320,320
1426,426
495252,252
446955,955
324032,32
207908,908
236762,762
21312,312
237677,677
276413,413
404300,300
325519,519
482013,13
222293,293
411956,956
49168,168
173087,87
41904,904
432359,359
359734,734
101830,830
19396,396
166282,282
76771,771
5412,412
272028,28
235301,301
161967,967
54706,706
184325,325
88915,915
335732,732
406661,661
177917,917
149082,82
459236,236
469885,885
251004,4
488115,115
230665,665
473258,258
312959,959
83355,355
174664,664
87618,618
266327,327
172156,156
70224,224
492942,942
403447,447
270647,647
399772,772
205117,117
162058,58
421856,856
257233,233
279533,533
194358,358
24664,664
110783,783
462238,238
62453,453
218640,640
18883,883
164186,186
38460,460
127252,252
30282,282
121835,835
435673,673
343340,340
339057,57
346696,696
362395,395
276012,12
247508,508
237019,19
75706,706
347075,75
168531,531
442387,387
26930,930
377853,853
134872,872
332736,736
90231,231
125365,365
316082,82
314520,520
134932,932
97596,596
185472,472
383919,919
401724,724
409525,525
112366,366
288410,410
350317,317
71089,89
437384,384
310276,276
22016,16
471960,960
281585,585
193740,740
62445,445
3417,417
409422,422
332217,217
124786,786
362286,286
185397,397
368709,709
471351,351
101700,700
199955,955
364078,78
493134,134
107867,867
143162,162
236381,381
152973,973
186349,349
393418,418
209013,13
59083,83
34656,656
383200,200
148359,359
243702,702
103250,250
321539,539
419677,677
377186,186
493188,188
461373,373
436518,518
478235,235
11224,224
428613,613
345991,991
360771,771
410386,386
458387,387
437264,264
350924,924
320198,198
375500,500
493559,559
100335,335
493549,549
130010,10
325957,957
262397,397
230915,915
132263,263
32258,258
327573,573
371243,243
304554,554
390285,285
318302,302
286877,877
415333,333
477909,909
129272,272
88638,638
247932,932
292825,825
94389,389
257461,461
211431,431
396363,363
62458,458
93129,129
206479,479
214143,143
60744,744
151688,688
463387,387
35951,951
341375,375
256451,451
396701,701
358828,828
319567,567
449577,577
424063,63
252554,554
223181,181
283745,745
414702,702
78004,4
20784,784
382371,371
423284,284
210597,597
407578,578
443989,989
124059,59
350422,422
255755,755
13895,895
337852,852
139435,435
63318,318
280111,111
401154,154
495442,442
267255,255
255316,316
60349,349
308877,877
494607,607
454910,910
306976,976
491887,887
208920,920
439662,662
31001,1
321739,739
259902,902
399592,592
204449,449
307681,681
425009,9
54398,398
400759,759
74975,975
306373,373
20335,335
82130,130
153050,50
2706,706
293221,221
334221,221
166035,35
461025,25
90342,342
258591,591
349169,169
409757,757
358123,123
419238,238
160632,632
93251,251
477723,723
240284,284
35341,341
124412,412
447785,785
20551,551
67141,141
21171,171
419747,747
414548,548
49599,599
93559,559
498606,606
457277,277
373794,794
397268,268
78174,174
98484,484
312789,789
370128,128
386077,77
413246,246
78298,298
286712,712
161318,318
136191,191
285145,145
78143,143
438445,445
398957,957
122789,789
381728,728
348410,410
213250,250
43694,694
89783,783
84228,228
142864,864
438433,433
416551,551
288739,739
305009,9
295015,15
283823,823
439951,951
348366,366
64963,963
107691,691
188061,61
388202,202
332752,752
351308,308
66325,325
96173,173
332150,150
179211,211
388507,507
167060,60
376193,193
14566,566
99165,165
7108,108
151094,94
306512,512
135688,688
316337,337
309547,547
347179,179
132856,856
289992,992
243671,671
269982,982
401338,338
426456,456
204982,982
41712,712
473961,961
199858,858
238490,490
21001,1
53345,345
9860,860
40877,877
484476,476
218194,194
404450,450
296887,887
130815,815
4402,402
387833,833
33348,348
192394,394
11250,250
357243,243
324369,369
331755,755
265462,462
73861,861
189466,466
475245,245
219111,111
215234,234
160637,637
51091,91
296327,327
152155,155
202891,891
263580,580
476385,385
380220,220
425417,417
257170,170
379366,366
402192,192
257278,278
221936,936
269860,860
155136,136
108888,888
311292,292
58365,365
20350,350
310287,287
397820,820
183456,456
318761,761
115951,951
58801,801
496602,602
441722,722
315614,614
125633,633
191429,429
15550,550
185905,905
470425,425
397401,401
149361,361
284123,123
326925,925
127543,543
387120,120
389927,927
465560,560
129028,28
384999,999
361941,941
19252,252
447078,78
447092,92
139557,557
340866,866
493537,537
267835,835
171435,435
335671,671
61946,946
101657,657
90745,745
50098,98
